;abies;acer;alnusfru;alnusund;apiaceae;artemisia;asterund;betunana;betula;brassicaceae;carpinus;chenopodiaceae;corylus;cyperaceae;ephedra;ericaceae;fagus;fraxinus;juniperus;larix;olea;picea;pinushap;pinus;plantago;poaceae;quercusever;quercusdec;salix;tilia;ulmus
BP53;0;0.491803278688524;0;4.09836065573771;0;0.327868852459016;0;0;4.09836065573771;0;0;0;38.3606557377049;1.14754098360656;0;0;0;3.11475409836065;0.655737704918032;0;0;0;0;6.0655737704918;0;5.08196721311475;0;12.4590163934426;0;12.7868852459017;11.3114754098361
BP54;0;0.364298724954463;0;6.3752276867031;0.182149362477231;0.364298724954463;0;0;3.27868852459016;0;0;0;33.3333333333333;0.728597449908926;0;0;0;3.09653916211293;0.546448087431694;0;0;0;0;8.92531876138434;0;5.64663023679418;0;12.9326047358834;0.728597449908926;14.3897996357013;9.10746812386157
BP55;0;0.610687022900764;0;4.88549618320611;0.152671755725191;0;0;0;5.34351145038169;0;0;0;40.6106870229008;1.52671755725191;0;0;0;2.90076335877862;0.305343511450382;0;0;0;0;7.48091603053436;0;5.80152671755726;0;9.00763358778627;0.152671755725191;12.0610687022901;9.16030534351145
BP56;0;0.4;0;3.73333333333334;0.266666666666667;0.4;0;0;4.4;0;0;0;43.8666666666666;1.33333333333333;0;0;0;3.06666666666667;0.4;0;0;0;0;8.8;0;3.59999999999999;0;9.33333333333333;0.4;10.8;9.2
BP57;0;0.431654676258993;0;2.87769784172662;0.575539568345324;0.287769784172662;0;0;5.75539568345323;0;0;0;39.8561151079137;2.87769784172662;0;0;0;1.43884892086331;0.431654676258993;0;0;0;0;7.19424460431655;0;5.03597122302158;0;12.3741007194245;0.287769784172662;10.7913669064748;9.7841726618705
BP58;0;0.164473684210526;0;2.30263157894737;0.493421052631579;0.493421052631579;0;0;7.73026315789473;0;0;0;47.6973684210526;0.822368421052632;0;0;0;1.15131578947369;0.493421052631579;0;0;0;0;9.53947368421053;0;3.28947368421053;0;13.3223684210527;0.328947368421053;5.5921052631579;6.57894736842105
BP59;0;0.69060773480663;0;3.45303867403314;0.828729281767955;0;0;0;4.00552486187845;0;0;0;50.5524861878453;1.10497237569061;0;0;0;1.24309392265193;0.276243093922652;0;0;0;0;8.56353591160221;0;3.45303867403314;0;11.8784530386741;0.138121546961326;5.24861878453039;8.56353591160221
BP60;0;0.308641975308642;0;5.09259259259259;0.154320987654321;0.462962962962963;0;0;4.78395061728395;0;0;0;50;0.925925925925926;0;0;0;0.462962962962963;0.154320987654321;0;0;0;0;10.9567901234568;0;2.16049382716049;0;10.8024691358025;0;6.6358024691358;7.09876543209876
BP61;0;0;0;4.67289719626168;0;0.778816199376947;0;0;8.09968847352025;0;0;0;45.3271028037383;0.623052959501558;0;0;0;0.155763239875389;0.778816199376947;0;0;0;0;13.0841121495327;0;4.3613707165109;0;8.8785046728972;0.155763239875389;6.85358255451713;6.23052959501558
BP62;0;0.321027287319422;0;2.8892455858748;0.160513643659711;0.160513643659711;0;0;6.58105939004815;0;0;0;50.2407704654896;2.24719101123596;0.160513643659711;0;0;0.481540930979133;0.963081861958267;0;0;0;0;12.8410914927769;0;2.8892455858748;0;12.5200642054575;0.321027287319422;4.65489566613162;2.56821829855538
BP63;0;0.142450142450143;0;5.27065527065527;0.284900284900285;0.427350427350428;0;0;7.26495726495726;0;0;0;45.5840455840456;1.13960113960114;0;0;0;0;0.427350427350428;0;0;0;0;13.1054131054131;0;2.56410256410256;0;16.8091168091168;0.142450142450143;2.27920227920228;4.55840455840455
BP64;0;0.928792569659443;0;4.02476780185759;0.773993808049536;0;0;0;5.10835913312694;0;0;0;52.4767801857585;0.464396284829722;0;0;0;0;0.619195046439629;0;0;0;0;9.28792569659443;0;2.94117647058824;0;16.4086687306501;0.309597523219814;2.1671826625387;4.48916408668731
BP65;0;0.815217391304348;0;5.84239130434782;0;0.407608695652174;0;0;6.79347826086957;0;0;0;40.3532608695652;0.815217391304348;0;0;0;0.271739130434783;0.407608695652174;0;0;0;0;12.5;0.135869565217391;2.03804347826087;0;20.1086956521739;0.271739130434783;1.49456521739131;7.7445652173913
BP66;0;0.299850074962519;0;4.7976011994003;0;0.449775112443778;0;0;8.54572713643179;0;0;0;47.6761619190405;1.34932533733133;0;0;0;0;0.599700149925039;0;0;0;0;13.1934032983508;0;3.74812593703148;0;14.0929535232384;0.149925037481259;1.34932533733133;3.74812593703148
BP67;0;0.150829562594269;0;7.99396681749623;0;0.754147812971342;0;0;6.93815987933636;0;0;0;43.5897435897436;1.80995475113123;0;0;0;0;0.452488687782805;0;0;0;0;14.7812971342383;0;2.26244343891403;0;12.0663650075415;0.150829562594269;1.80995475113123;7.23981900452488
BP68;0.136425648021828;0;0;6.8212824010914;0.136425648021828;0.545702592087313;0;0;8.731241473397;0;0;0;41.2005457025921;1.63710777626194;0;0;0;0;0.272851296043656;0;0;0;0;21.9645293315144;0.272851296043657;2.4556616643929;0;8.45839017735334;0.409276944065484;1.22783083219646;5.72987721691678
BP69;0;0;0;10.0456621004566;0.30441400304414;0.30441400304414;0;0;8.37138508371385;0;0;0;36.6818873668189;0.76103500761035;0.15220700152207;0;0;0;0;0;0;0;0;24.5053272450533;0;1.5220700152207;0;7.76255707762557;0.60882800608828;2.43531202435312;6.544901065449
BP70;0;0.305343511450382;0;4.88549618320611;0.305343511450382;0.152671755725191;0;0;7.32824427480916;0;0;0;43.5114503816794;1.37404580152671;0;0;0;0;0.610687022900763;0;0;0.152671755725191;0;23.969465648855;0;1.6793893129771;0;7.63358778625954;0.305343511450382;1.98473282442748;5.80152671755725
BP71;0;0;0;4.3338683788122;0.160513643659711;0.481540930979133;0;0;6.74157303370786;0;0;0;43.1781701444623;1.60513643659711;0;0;0;0;0.321027287319422;0;0;0;0;26.8057784911717;0.321027287319422;1.76565008025683;0;6.58105939004815;0.160513643659711;2.88924558587479;4.65489566613162
BP72;0;0.288600288600288;0;5.77200577200577;0.144300144300145;0.721500721500721;0;0;4.76190476190477;0;0;0.144300144300145;38.9610389610389;1.58730158730158;0;0;0;0;0;0;0;0;0;29.8701298701299;0.144300144300145;0.577200577200577;0;5.62770562770563;0.288600288600288;3.03030303030303;8.08080808080808
BP73;0;0.408163265306122;0;3.94557823129252;0.136054421768707;0.408163265306122;0;0;8.97959183673469;0;0;0;23.265306122449;2.04081632653061;0;0;0;0.136054421768707;0;0;0;0;0;45.9863945578231;0;2.17687074829932;0;3.40136054421768;0.408163265306122;1.22448979591837;7.48299319727891
BP74;0;0.337837837837838;0;0.675675675675675;0.675675675675675;0.675675675675675;0;0;11.4864864864865;0;0;0;4.39189189189189;1.8581081081081;0;0;0;0.506756756756756;0;0;0;0;0;67.9054054054054;0;3.54729729729729;0;1.01351351351351;1.01351351351351;2.36486486486487;3.54729729729729
BP75;0;0.623052959501558;0;1.24610591900311;0.623052959501558;0.311526479750779;0;0;15.576323987539;0;0;0;2.02492211838006;1.55763239875389;0;0;0;0;0;0;0;0;0;68.8473520249221;0;1.71339563862928;0;1.71339563862928;1.09034267912773;4.67289719626168;0
BP76;0;0.162866449511401;0;0.488599348534202;0.488599348534202;0.651465798045603;0;0;18.8925081433225;0;0;0;2.93159609120521;1.30293159609121;0;0;0;0.162866449511401;0.651465798045603;0;0;0;0;66.1237785016286;0;2.28013029315961;0;0;2.11726384364821;3.09446254071661;0.651465798045603
BP77;0;0;0;0;0.348432055749129;0.696864111498257;0;0;36.2369337979094;0;0;0;0.261324041811847;0.522648083623693;0;0;0;0;0.348432055749129;0;0;0;0;57.1428571428571;0;2.35191637630661;0;0.174216027874564;1.4808362369338;0.348432055749129;0.0871080139372821
BP78;0;0;0;0;0.289855072463768;0.579710144927536;0;0;33.4782608695652;0;0;0.144927536231885;0.289855072463768;1.7391304347826;0.144927536231885;0;0;0;2.17391304347826;0;0;0;0;58.2608695652174;0;1.59420289855073;0;0.144927536231885;1.15942028985508;0;0
BP79;0;0;0;0.252844500632111;0.252844500632111;1.39064475347661;0;0;39.3173198482933;0;0;0.126422250316055;0;0.758533501896334;0;0;0;0;1.76991150442477;0;0;0;0;50.3160556257902;0.126422250316055;4.04551201011378;0;0;1.64348925410872;0;0
BP80;0;0;0;0;0.375234521575985;2.43902439024391;0;0;25.7035647279549;0;0;0;0.187617260787992;3.75234521575985;0;0;0;0;3.75234521575985;0;0;0;0;53.0956848030019;0.375234521575985;9.7560975609756;0;0.187617260787992;0.375234521575985;0;0
BP81;0;0;0;0.299401197604791;0.449101796407186;3.89221556886228;0;0;30.3892215568863;0;0;0;0.149700598802395;3.1437125748503;0;0.149700598802395;0;0;0.598802395209581;0;0;0;0;54.940119760479;0;5.38922155688623;0;0;0.598802395209581;0;0
BP82;0;0;0;0;1.33587786259542;1.7175572519084;0;0;23.4732824427481;0;0;0;0;3.62595419847328;0;0;0;0;4.9618320610687;0;0;0;0;53.2442748091603;0.190839694656488;10.3053435114504;0;0.190839694656488;0.954198473282442;0;0
BP83;0;0;0;0;0.803858520900322;2.41157556270097;0;0;31.1897106109325;0;0;0.803858520900322;0;1.76848874598071;0.160771704180064;0;0;0;1.12540192926046;0;0;0;0;55.6270096463023;0;5.78778135048232;0;0.160771704180064;0.160771704180064;0;0
BP84;0;0;0;0;1.19047619047619;1.87074829931973;0;0;10.8843537414966;0;0;0.170068027210884;0;2.55102040816326;0;0;0;0;2.89115646258504;0;0;0;0;70.7482993197279;0;9.18367346938776;0;0.170068027210884;0.340136054421769;0;0
BP85;0;0;0;0.263852242744064;0.923482849604221;4.22163588390501;0;0;22.4274406332454;0;0;0.395778364116095;0;0.659630606860157;0;0;0;0;1.45118733509235;0;0;0;0;62.664907651715;0.131926121372031;6.46437994722954;0;0;0.395778364116095;0;0
BP86;0;0;0;0.246913580246914;0.246913580246914;3.95061728395062;0;0;11.8518518518519;0;0;0.246913580246914;0;2.71604938271605;0;0;0;0;4.19753086419753;0;0;0;0;58.2716049382716;0;18.0246913580247;0;0;0.246913580246914;0;0
BP87;0;0;0;0.124688279301745;1.24688279301745;3.11720698254364;0;0;11.7206982543641;0;0;0.124688279301745;0;2.61845386533666;0.249376558603491;0;0;0;1.24688279301745;0;0;0;0;70.573566084788;0;8.97755610972569;0;0;0;0;0
BP88;0;0;0;0;0.55452865064695;2.2181146025878;0;0;14.9722735674677;0;0;0.369685767097966;0;2.40295748613678;0;0;0;0;4.06654343807763;0;0;0;0;64.5101663585952;0.184842883548983;9.7966728280961;0;0.184842883548983;0.739371534195933;0;0
BP89;0;0;0;0;0.431034482758621;3.30459770114942;0;0;23.4195402298851;0;0;0.431034482758621;0;2.1551724137931;0;0.143678160919541;0;0;1.29310344827586;0;0;0;0;60.632183908046;0;7.32758620689655;0;0.143678160919541;0.718390804597701;0;0
BP90;0;0;0;0;0.927357032457496;3.24574961360124;0;0;17.0015455950541;0;0;0;0;2.00927357032457;0;0;0;0;4.17310664605874;0;0;0;0;59.5054095826894;0;12.6738794435858;0;0.154559505409582;0.309119010819165;0;0
BP91;0;0;0;0.168350168350168;1.01010101010101;3.7037037037037;0;0;26.0942760942761;0;0;0.505050505050505;0;2.18855218855219;0;0;0;0;2.02020202020202;0;0;0;0;55.2188552188552;0;8.92255892255893;0;0;0.168350168350168;0;0
BP92;0;0;0;0;1.28205128205128;1.60256410256411;0;0;12.5;0;0;0.32051282051282;0;3.2051282051282;0.160256410256411;0;0;0;3.2051282051282;0;0;0;0;66.1858974358974;0.160256410256411;10.7371794871795;0;0;0.641025641025641;0;0
BP93;0;0;0;0;1.76470588235294;2.50000000000001;0;0;15.1470588235294;0;0;0.147058823529412;0.147058823529412;3.38235294117647;0;0;0;0;1.47058823529412;0;0;0;0;64.7058823529412;0;10.5882352941176;0;0;0.147058823529412;0;0
BP94;0;0;0;0;1.04790419161677;2.54491017964072;0;0;28.8922155688623;0;0;0.29940119760479;0;2.39520958083832;0;0;0;0;3.2934131736527;0;0;0;0;50.748502994012;0;10.4790419161677;0;0;0.29940119760479;0;0
BP95;0;0;0;0;1.69230769230769;2.15384615384615;0;0;11.3846153846154;0;0;0.153846153846154;0;2.61538461538461;0;0.153846153846154;0;0;3.07692307692307;0;0;0;0;71.5384615384616;0;6.30769230769231;0;0;0.923076923076923;0;0
BP96;0;0;0;0;0.673400673400674;0.336700336700336;0;0;9.25925925925926;0;0;0;0;2.69360269360269;0.168350168350168;0;0;0;2.69360269360269;0;0;0;0;76.936026936027;0;7.07070707070707;0;0;0.168350168350168;0;0
BP97;0;0;0;0.118623962040332;0.118623962040332;1.18623962040332;0;0;28.8256227758007;0;0;0;0;0.948991696322657;0;0;0;0;0.237247924080664;0;0;0;0;64.29418742586;0;4.03321470937129;0;0;0.237247924080664;0;0
BP98;0;0;0;0;0.185873605947956;0.929368029739777;0;0;47.0260223048327;0;0;0;0;1.11524163568773;0;0;0;0;0.929368029739777;0;0;0;0;43.4944237918216;0;4.83271375464684;0;0;1.48698884758364;0;0
BP99;0;0;0;0;0.562587904360057;0.70323488045007;0;0;43.1786216596343;0;0;0;0;0.70323488045007;0;0;0;0;0.843881856540085;0;0;0;0;50.070323488045;0;2.67229254571026;0;0;1.26582278481012;0;0
BP100;0;0;0;0;0.638977635782747;0.47923322683706;0;0;38.3386581469648;0;0;0;0;1.91693290734824;0;0;0;0;1.27795527156549;0;0;0;0;46.964856230032;0.638977635782747;8.94568690095846;0;0;0.798722044728434;0;0
BP101;0;0;0;0;0.308166409861325;0.770416024653314;0;0;40.5238828967643;0;0;0.154083204930663;0;1.54083204930663;0;0;0;0;0.616332819722651;0;0;0;0;50.8474576271186;0;4.9306625577812;0;0;0.308166409861325;0;0
BP102;0;0;0;0;0;0.855920114122681;0;0;29.9572039942939;0;0;0.142653352353781;0;1.42653352353781;0;0;0;0;0.570613409415121;0;0;0;0;61.1982881597717;0;5.27817403708987;0;0;0.570613409415121;0;0
BP103;0;0;0;0;0.306748466257668;0;0;0;32.2085889570552;0;0;0;0;2.30061349693251;0;0;0;0;1.22699386503067;0;0;0;0;58.8957055214724;0.153374233128834;4.60122699386504;0;0;0.306748466257668;0;0
BP104;0;0;0;0;0.261096605744125;0.652741514360314;0;0;50.1305483028721;0;0;0;0;0.91383812010444;0;0;0;0;1.0443864229765;0;0;0;0;42.4281984334204;0;3.91644908616188;0;0;0.652741514360314;0;0
BP105;0;0;0;0;0.698324022346369;0.698324022346369;0;0;39.2458100558659;0;0;0;0;1.81564245810056;0;0;0;0;1.53631284916201;0;0;0;0;48.463687150838;0;6.4245810055866;0;0;1.11731843575419;0;0
BP106;0;0;0;0;0.291970802919708;0.437956204379562;0;0;57.8102189781022;0;0;0;0;1.45985401459854;0;0;0;0;0.72992700729927;0;0;0;0;34.8905109489051;0;3.5036496350365;0;0;0.875912408759125;0;0
BP107;0;0;0;0;0.63391442155309;1.42630744849445;0;0;64.9762282091917;0;0;0;0;3.64500792393026;0;0;0;0;1.90174326465927;0;0;0;0;18.3835182250397;0.158478605388273;5.54675118858954;0;0.316957210776545;3.01109350237718;0;0
BP108;0;0;0;0;1.09289617486339;3.68852459016393;0;0;73.6338797814208;0;0;0;0;3.27868852459016;0;0;0;0;6.55737704918033;0;0;0;0;0.409836065573771;0.136612021857923;6.28415300546448;0;0;4.91803278688524;0;0
BP109;0;0;0;0;0.702576112412177;1.99063231850117;0;0;49.7658079625293;0;0;0;0;2.92740046838407;0;0;0;0;30.7962529274005;0;0;0;0;0.351288056206089;0.234192037470725;9.71896955503512;0;0;3.51288056206089;0;0
BP110;0;0;0;0;0.568181818181818;2.65151515151515;0;0;12.310606060606;0;0;0;0;3.97727272727272;0.189393939393939;0;0;0;57.1969696969697;0;0;0;0;0.757575757575757;0.189393939393939;17.0454545454546;0;0;5.11363636363636;0;0
BP111;0;0;0;0;0.618238021638331;5.40958268933539;0;0;17.3106646058732;0;0;0.309119010819165;0;9.42812982998454;0;0;0;0;23.8021638330758;0;0;0;0;1.08191653786708;0.154559505409582;35.2395672333849;0;0;6.64605873261205;0;0
BP112;0;0;0;0;2.00400801603206;13.8276553106213;0;0;29.0581162324649;0;0;1.20240480961924;0;13.6272545090181;0.200400801603207;0;0;0;7.21442885771542;0;0;0;0;3.0060120240481;0.601202404809618;28.0561122244489;0;0;1.20240480961924;0;0
BP113;0;0;0;0;0.588235294117648;15.0980392156862;0;0;23.1372549019608;0;0;0.784313725490197;0;16.4705882352941;0.196078431372549;0.196078431372549;0;0;1.37254901960785;0;0;0;0;1.96078431372549;1.1764705882353;36.4705882352942;0;0;2.54901960784314;0;0
BP114;0;0;0;0;0.671140939597316;14.0939597315436;0;0;24.1610738255034;0;0;2.23713646532438;0;14.9888143176734;0.447427293064877;0;0;0;1.56599552572707;0;0;0;0;1.34228187919463;0.671140939597316;38.255033557047;0;0;1.56599552572707;0;0
BP115;0;0;0;0;0.518134715025907;19.3436960276339;0;0;10.1899827288428;0;0;1.55440414507772;0;18.4801381692573;0.518134715025907;0;0;0;0.345423143350605;0;0;0;0;1.72711571675302;0.518134715025907;44.7322970639033;0;0;2.07253886010363;0;0
BP116;0;0;0;0;0.515463917525774;27.8350515463917;0;0;2.31958762886598;0;0;3.35051546391752;0;23.7113402061856;0;0;0;0;0.257731958762887;0;0;0;0;3.09278350515464;0.77319587628866;35.8247422680412;0;0;2.31958762886598;0;0
BP117;0.467289719626169;0;0;0;0.467289719626169;21.0280373831776;0;0;5.14018691588786;0;0;5.14018691588786;0;22.4299065420561;1.40186915887851;0;0;0;1.4018691588785;0;0;0.467289719626169;0;8.8785046728972;0.934579439252338;28.9719626168224;0;0;3.27102803738317;0;0
BP118;1.17647058823529;0;0;1.17647058823529;0;11.7647058823529;0;0;8.23529411764706;0;0;3.52941176470589;0;17.6470588235294;1.17647058823529;1.17647058823529;0;0;0;0;0;1.17647058823529;0;9.41176470588235;0;42.3529411764706;0;0;1.17647058823529;0;0
BP119;1.75438596491229;0;0;0;0;10.5263157894737;0;0;3.50877192982456;0;0;1.75438596491229;0;22.8070175438597;0;0;0;0;0;0;0;0;0;10.5263157894737;3.50877192982456;45.6140350877193;0;0;0;0;0
BP120;0;0;0;0;0;6.41025641025641;0;0;3.84615384615385;0;0;2.56410256410256;0;24.3589743589744;0;0;0;0;1.28205128205128;0;0;0;0;6.41025641025641;2.56410256410256;52.5641025641026;0;0;0;0;0
BP121;0.75187969924812;0;0;0.75187969924812;0;15.7894736842105;0;0;3.7593984962406;0;0;6.76691729323308;0;15.7894736842105;0;0;0;0;0.75187969924812;0;0;0;0;5.26315789473685;2.25563909774436;47.3684210526316;0;0;0.75187969924812;0;0
BP122;0;0;0;0;0;15.2380952380953;0;0;4.76190476190476;0;0;8.57142857142857;0;11.4285714285715;0;0;0;0;0;0;0;0;0;5.71428571428572;0.952380952380952;52.3809523809523;0;0;0.952380952380952;0;0
BP123;0;0;0;1.5;0;21.5;0;0;7.5;0;0;3.5;0;11.5;1.5;0;0;0;0;0;0;0.5;0;4.5;0;46.5;0;0;1.5;0;0
BP124;1.24223602484472;0;0;0;0;35.4037267080745;0;0;4.96894409937888;0;0;5.59006211180124;0;12.4223602484472;1.24223602484472;0;0;0;0.62111801242236;0;0;0.62111801242236;0;9.93788819875777;0.62111801242236;26.0869565217391;0;0;0.62111801242236;0.62111801242236;0
BP125;0.390625;0;0;0;0;21.484375;0;0;2.734375;0;0;5.46875000000001;0;11.71875;4.296875;0;0;0;0;0;0;0.390625;0;11.71875;1.171875;40.625;0;0;0;0;0
BP126;0.54054054054054;0;0;0;0;20.5405405405406;0;0;4.32432432432432;0;0;5.94594594594594;0;10.8108108108108;1.62162162162162;0;0;0;0;0;0;0.54054054054054;0;22.1621621621622;1.08108108108108;31.3513513513513;0;0;1.08108108108108;0;0
BP127;0.8;0;0;0;0;22.4;0;0;3.2;0;0;9.6;0;8;1.6;0;0;0;0;0;0;0.8;0;10.4;1.6;40.8;0;0;0.8;0;0
BP128;2.70270270270271;0;0;0;1.35135135135135;17.5675675675676;0;0;5.40540540540541;0;0;6.75675675675676;0;5.40540540540541;2.70270270270271;0;0;0;0;0;0;1.35135135135135;0;14.8648648648648;1.35135135135135;40.5405405405405;0;0;0;0;0
