abies;acer;alnusfru;alnusund;apiaceae;artemisia;asterund;betunana;betula;brassicaceae;carpinus;chenopodiaceae;corylus;cyperaceae;ephedra;ericaceae;fagus;fraxinus;juniperus;larix;olea;picea;pinushap;pinus;plantago;poaceae;quercusever;quercusdec;salix;tilia;ulmus;tann;biome
0;0;0.9;0;0;16.79;2.53;43.14;4.87;0;0;0;0;4.87;0;0;0;0;0;8.48;0;1.26;3.61;12.82;0;0.72;0;0;0;0;0;-7.021;COCO
0;0;0.59;0.2;0;41.85;0.98;0.2;1.18;0;0;0.2;0;0.2;0;0;0;0;0;12.77;0;3.93;11.79;21.81;0;4.32;0;0;0;0;0;-6.602;COCO
0;0;0;0.15;0;1.95;16.17;20.96;1.05;0;0;0;0;8.38;0;0;0;0;0;10.93;0;2.25;7.34;27.25;0;3.59;0;0;0;0;0;-6.602;COCO
0;0;2.92;0;0;2.12;2.12;5.04;4.77;0.8;0;10.61;0;11.41;0;0;0;0;0;20.42;0;1.86;0;22.02;1.33;14.59;0;0;0;0;0;-7.67;COCO
0;0;0.96;0;0;2.87;15.79;5.74;1.91;0;0;66.51;0;0;0;0;0;0;0;3.35;0;0.48;0;1.91;0;0.48;0;0;0;0;0;-7.67;HODE
0;0;13.43;0;0;3.53;0;16.61;5.65;0.35;0;0.35;0;2.47;0;3.89;0;0;0;14.49;0;2.47;0.35;30.04;0;5.3;0;0;1.06;0;0;-7.67;COCO
0;0;10.63;0.82;0;2.25;0.61;14.72;10.22;0;0;0;0;1.64;0;4.91;0;0;0;31.49;0;1.84;0.2;18.4;0;1.23;0;0;1.02;0;0;-7.67;COCO
0;0;3.87;0.46;0;0.68;1.37;6.38;1.59;0;0;0.23;0;7.74;0;0.46;0;0;0;16.63;0;2.51;0.46;23.69;0;33.26;0;0;0.68;0;0;-7.67;COCO
0;0;2.47;0;0;1.03;0.21;0.62;15.02;0;0;0;0;1.03;0;11.73;0;0;0;36.01;0;2.06;1.65;26.75;0;1.03;0;0;0.41;0;0;-7.476;COCO
0;0;0.9;0;0;1.08;0;0;21.94;0;0;0;0;0.54;0;17.09;0;0;0;37.77;0;1.8;0.36;15.65;0;1.98;0;0;0.9;0;0;-7.476;COCO
0;0;0.71;0.43;0;1.14;7.43;8.86;25.57;0;0;0;0;0.86;0;0.86;0;0;0;30;0;0.86;0.71;20.43;0;2;0;0;0.14;0;0;-7.476;COCO
0;0;4.42;0.16;0;0.98;1.15;2.45;13.58;0.16;0;0;0;32.08;0;0;0;0;0;6.71;0;0;0;22.42;0;15.71;0;0;0.16;0;0;-7.476;COCO
0;0;3.52;0;0;0.88;0.44;3.08;22.47;0;0;0;0;1.76;0;0.44;0;0;0;0.88;0;1.32;0;63.88;0;0.44;0;0;0.88;0;0;-7.62;COCO
0;0;20.37;0;0.31;0.93;0;14.81;1.85;0;0;0.31;0;10.8;0;5.86;0;0;0;7.41;0;0;22.53;0.93;0;12.35;0;0;1.54;0;0;-11.757;COCO
0;0;8.63;0;0;0.6;0;9.23;25.3;0;0;0;0;0;0;0.3;0;0;0;0.3;0;2.68;0;50;0;2.98;0;0;0;0;0;-7.501;COCO
0;0;73.02;0;0;0;0;5.71;1.9;0.32;0;0;0;0;0;15.87;0;0;0;0;0;0;0.63;0;0;0.63;0;0;1.9;0;0;-9.575;TUND
0;0;13.83;0;0.4;0.4;0;6.32;25.3;0;0;0;0;1.58;0;0;0;0;0;2.37;0;0.79;0.79;45.06;0;1.58;0;0;1.58;0;0;-7.62;COCO
0;0;3.98;0;0;0;0;2.21;20.8;0;0;0;0;1.33;0;0;0;0;0;18.14;0;0;0.44;49.12;0;3.98;0;0;0;0;0;-7.16;COCO
0;0;12.55;0;0;1.96;0.39;16.08;33.33;0;0;0.78;0;1.18;0;0.39;0;0;0;11.76;0;0;0;5.1;0;12.94;0;0;3.53;0;0;-8.023;COCO
0;0;10.68;0;0;1.94;0.97;7.28;10.19;0;0;0;0;0;0;0.49;0;0;0;7.77;0;5.83;0;50;0;4.37;0;0;0.49;0;0;-8.081;COCO
0;0;0;0.93;0;0;0;1.85;8.44;0;0;0;0;0;0;2.98;0;0;0;0;0;11.32;0;73.56;0;0;0;0;0;0.93;0;3.037;COMX
1.63;0;0;0;0;3.67;0;7.94;27.49;0;0;0;0;0.92;0;3.67;0;0;0;0;0;2.34;7.94;39.51;0;1.83;0;1.53;1.53;0;0;0.758;COMX
0;0;0;0.1;0;2.31;0;3.61;19.16;0;0;0.5;0;1.2;0;0.7;0;0;0;0;0;2.71;0;53.06;0;1;0;0;15.55;0;0.1;-1.237;COMX
0.81;0;0;0;0;3.46;0;3.26;40.69;0;0;1.63;0;0;0;7.73;0;0;0;0;0;3.26;4.88;32.55;0;1.73;0;0;0;0;0;1.043;COMX
0;0;0;0;0;0;0;5.69;31.33;0;0;0;0;1.14;0;2.28;0;0;0;0;0;49.33;0;9.51;0;0.72;0;0;0;0;0;-9.18;COMX
0;0;0;15.24;0;0;1.78;3.73;49.59;0;0;1.78;0;1.78;0;10.21;0;0;0;0;0;5.02;0;5.02;0;3.24;0;0;2.59;0;0;-4.498;COMX
0;0;0;0;0;0;0;0;19.9;0;0;0;0;4.1;0;6.1;0;0;0;0;0;1.9;11.3;56.7;0;0;0;0;0;0;0;-1.316;COMX
7.04;0;0;3.52;0;3.42;0;0;28.16;0;0;3.42;0;3.52;0;3.42;0;0;0;0;0;5.59;4.87;26.6;0;3.42;0;0;0;3.52;3.52;0.461;COMX
4.27;0;0;0;0;3.46;0;0;17.29;0;0;1.73;0;4.27;0;1.73;0;0;0;0.81;0;8.65;0;56.05;0;1.73;0;0;0;0;0;3.43;COCO
2.44;0;0;2.55;0;2.65;0;1.73;32.18;0;0;0.92;0.92;0;0;2.65;0;0;0;0;0;6.82;0;40.53;0;4.48;0;0;0;1.22;0.92;1.827;COMX
0;0;0;7.54;0;1.02;0;9.28;25.69;0;0;1.02;1.94;0.92;0;0;0;0;0;0;0;23.75;0;27.93;0;0.92;0;0;0;0;0;5.189;COMX
0;0;0;18.13;0;0.85;0;0;42.42;0;0;0;0.42;2.55;0;1.7;0;0;0;0;0;3.5;0;21.74;0;7;0;0;1.7;0;0;3.258;COMX
0.96;0;0;58.19;0;0.96;0;0;0.96;0;9.04;1.81;1.81;0.96;0;0;0;0;0;0;0;0.96;0;7.13;0;10.85;0;3.62;0;0;2.77;13.435;COMX
0;0;0;7.15;0;0.61;0;1.94;31.15;0;0;1.23;0;24;0;0.61;0;0;0;0;0;7.15;0;24;0;1.53;0;0;0.61;0;0;2.925;COMX
0;0;0;2.79;0;1.18;0;2.79;19.12;0;0;0.86;0;8.59;0;0.54;0;0;0;0;0;4.3;0;45.54;0;14.29;0;0;0;0;0;0.865;COMX
0;0;0;4.18;0;9.18;0;0;53.57;0;0;0;0.82;2.04;0;0;0;0;0;0;0;7.55;0;15.1;0;5.1;0;1.63;0;0.82;0;3.429;COMX
0;0;0;4.48;0;0;0;0;13.54;0;0;0.92;0;8.96;0;0;0;0;0;0;0;25.25;0;43.18;0;0;0;1.83;0;1.83;0;4.148;COMX
0;0;0;15.42;0;0.74;0;0;30.83;0;0;0;0.95;0;0;0;0;0;0;0;0;7.71;0;40.65;0;2.75;0;0.95;0;0;0;3.031;COMX
0;0;0;10.37;0;0;0;20.75;28.42;0;0;0;0;0;0;0;0;0;0;0;0;14.73;0;6.95;0;13.59;0;0;5.19;0;0;-0.117;COMX
0;0;0;2.92;0;0;0;11.67;0;0;0;0;0;1.46;0;1.35;0;0;0;4.9;0;0.94;1.98;74.79;0;0;0;0;0;0;0;-2.839;COCO
0;0;0;4.71;0;0;0;0;11.84;0;0;0;0;0;0;0;0;0;0;0;0;53.07;0;22.37;0;3.29;0;0;0;4.71;0;1.674;COMX
0;0;0;1.62;0;2.32;0;0;41.21;0;0;0.91;0;1.41;0;4.44;0;0;0;0;0;1.62;3.94;38.79;0;1.31;0;0;2.42;0;0;-1.29;COMX
0;0;0;9.47;0;0;0;0;30.14;0;0;1.22;3.46;0;0;1.63;0;0;0;0;0;10.18;0;21.69;0;15.89;0;3.16;2.24;0.61;0.31;4.003;COMX
0;0;0;4.91;0;21.27;0;3.58;30.78;0;0;3.07;0;0;0;1.53;0;0;0;0;0;0.1;12.17;20.04;0;2.56;0;0;0;0;0;-0.547;COMX
0;0;0;12.53;0;0;0;0;32.05;0;0;0;0;3.55;0;14.82;0;0;0;0;0;7.83;0;25.89;0;1.77;0;1.57;0;0;0;4.241;COMX
2.42;0;0;0;0;4.03;0;7.26;30.65;0;0;0.81;0;0;0;6.35;0;0;0;0;0;5.65;8.06;33.17;0;1.61;0;0;0;0;0;-0.596;COMX
0;0;0;2.51;0;0;0;12.46;32.23;0;0;0;0;0.69;0;21.03;0;0;0;0;0;2.51;0;27.89;0;0.69;0;0;0;0;0;0.532;COMX
0;0;0;0.66;0;12.29;5.87;0;7.42;0;0;3.88;0.66;8.86;0;0;0;0;0;0;0;0.66;0;51.61;0;7.42;0;0;0;0.66;0;8.095;COMX
0;0;0;8.18;0;6.96;17.09;0;13.55;0;0;6.96;2.69;0.73;0;0;0;0;0;0;0;5.37;0;21.73;0;15.14;0;1.1;0;0.49;0;8.34;COMX
0.6;0;0;1.93;0;0.96;2.29;0;0;0;1.93;0;1.81;32.53;0;0;0;0;0;0;0;5.06;0;47.47;0;3.61;0;1.81;0;0;0;12.209;COMX
0;0;0;2.22;0;0.58;19.51;0;3.86;0;0;4.67;2.8;0;0;0;0;0;0;0;0;1.64;0;51.4;0;9.46;0;1.05;2.8;0;0;6.752;COMX
0;0;0;3.44;0;4.35;0;0;36.1;0;0;1.52;0;0.51;0;6.88;0;0;0;0;0;0;0;25.78;0;0.81;0;0;20.63;0;0;-0.915;COMX
0.8;0;0;1.6;0;2;0;12.3;21.3;0;0;0;0;3;0;0;0;0;0;0.8;0;3.3;9.8;45.1;0;0;0;0;0;0;0;-0.475;COCO
0;0;0;1.32;0;10.75;0;1.32;44.52;0;0;3.55;0;0;0;10.75;0;0;0;0;0;0;4.56;19.68;0;3.55;0;0;0;0;0;0.553;COMX
1.6;0;0;0;0;14.61;0;3.1;56.26;0;0;0;0;1.1;0;0;0;0;0;0;0;2.3;7.01;11.71;0;2.3;0;0;0;0;0;0.272;COMX
0;0;0;4.41;0;1.68;0;0;62.5;0;0;0;0;11.97;0;0.63;0;0;0;0;0;1.58;8.09;1.58;0;5.15;0;0;2.42;0;0;-0.979;COMX
0;0;0;4.13;0;0.74;0;0;17.57;0;0;0;0;14.6;0;30.58;0;0;0;0;0;1.59;26.46;1.06;0;2.22;0;0;1.06;0;0;-0.093;COMX
0;0;0;4.41;0;1;0;3.51;28.49;0;0;1;0;1.1;0;7.72;0;0;0;0;0;6.22;3.51;8.93;0;0.3;0;0;33.8;0;0;-3.07;COMX
3.12;0;0;1.43;0;0;1.69;0;16.25;0;0;1.69;0;26.14;0;0;0;0;0;0;0;1.04;0;47.2;0;0;0;0;1.43;0;0;-0.52;COMX
0;0;0;0;0;5.04;2.63;0;2.1;0;0;6.72;0;1.58;0;0;0;0;0;0;0;79.83;0;0;0;0;0;0;2.1;0;0;5.832;COMX
0;0;0;2.28;0;2.28;0;0;5.69;0;0;4.65;0;5.79;0;0;0;0;0;0;0;5.79;0;72.39;0;0;0;0;0;1.14;0;4.368;COMX
0.52;0;0;2.68;0;3.09;0;0;6.29;0;0;3.71;0.52;0.52;0;0;0;0;0;0;0;6.29;0;66.91;0;4.23;0;1.55;1.03;2.16;0.52;5.918;COMX
0;0;0;0;0;3.9;1.95;0;3.29;0;0.85;7.92;1.71;0.97;0;0;0;0.85;0;0;0;0;0;64.31;0;0;0;9.26;0;3.29;1.71;9.42;COMX
0;0;0;1.37;0;0.63;2;0;3.48;0;0;3.37;0;18.86;0;0;0;0;0;0;0;2.11;0;61.96;0;1.37;0;2.11;2.74;0;0;9.327;COMX
0.1;0.1;0;1.77;0;0.1;0;0;3.63;0;3.63;0.1;0.1;7.17;0;0;0;0;0;0;0;0.1;0;80.06;0;1.77;0;1.35;0;0;0;8.905;COMX
1.98;0;0.99;8.53;0;2.47;1.85;4.08;26.7;0;0;0;0;4.08;0;20.15;0;0;0;2.97;0;14.09;4.08;0;0;2.47;0;4.08;0;0;1.48;-4.282;COMX
0;0;5.72;14.88;0;0.62;0;12.17;33.61;0;0;0;0;8.01;0;0;0;0;0;6.76;0;8.74;8.12;0;0;1.35;0;0;0;0;0;-5.801;COCO
0;0;9.91;0;0;0;4.1;0;6.31;0;0;0;0;20.32;0;0;0;0;0;0.5;0;0;6.01;0;0;50.65;0;0;2.2;0;0;-7.031;TUND
0;0;1.82;0;0;0.91;0;4.45;9.82;0;0;0;0;1.82;0;0;0;0;0;4.45;0;1.82;8;66.9;0;0;0;0;0;0;0;-7.702;COCO
1.52;0;0;11.68;0;3.55;0;0;9.24;0;0;0;0;30.66;0;0;0;0;0;0;0;3.86;28.73;0;0;0;0;9.24;0;0;1.52;-2.843;COMX
0;0;25.23;0;0;0;0;57.56;0;0;0;0;0;0;0;0;0;0;0;1.98;0;0.12;15.12;0;0;0;0;0;0;0;0;-10.521;COCO
0;0;0;0.43;0;0;0;0;30.64;0;0;0;0;10.37;0;11.97;0;0;0;0;0;2.4;0;39.45;0;4.03;0;0;0.7;0;0;-4.073;COMX
0;0;0;1.43;0;0;0;0;31.21;0;0;0;0;11.44;0;2.9;0;0;0;0;0;2.23;0;43.98;0;6.2;0;0;0.6;0;0;-4.338;COMX
0;0;0;6.79;0;0.5;0;0;21.38;0;0;0.3;0;9.89;0;15.88;0;0;0;0;0;3.4;0;35.56;0;4.9;0;0;1.4;0;0;-4.241;COMX
0;0;0;20.52;0;0;0;0;53.05;0;0;0.4;0;3.3;0;0;0;0;0;0;0;1.6;0;14.11;0;6.61;0;0;0.4;0;0;-0.921;COMX
0;0;0;0;0;0;0;0;0;0;0;0;0;80.65;0;3.95;0;0;0;0;0;0;0;0;0;15.4;0;0;0;0;0;-4.09;WAST
0;0;0;4.19;0;1.3;0;0;65.27;0;0;0;0;10.08;0;0.8;0;0;0;0;0;1.7;0;9.78;0;4.39;0;0;2.5;0;0;-3.995;COMX
0;0;0;0;0;0;0;0;37.04;0;0;0;0;6.11;0;19.62;0;0;0;3.3;0;0;0;23.82;0;8.11;0;0;2;0;0;-5.858;COCO
0;0;0;9.8;0;1.6;0;0;22;0;0;0;0;0.8;0;3.1;0;0;0;0;0;28.6;0;26.1;0;7.1;0;0;0.9;0;0;-6.389;COMX
0;0;0;0;0;0;0;0;54.22;0;0;0;0;15.34;0;1.65;0;0;0;0;0;4.6;0;18.59;0;1.65;0;0;3.95;0;0;-2.155;COMX
0;0;0;4.6;0;1.4;0;0;64.9;0;0;0;0;10;0;0.5;0;0;0;0;0;1.7;0;10.1;0;4.3;0;0;2.5;0;0;-2.321;COMX
0.7;0;0;4.8;0;3.1;0;0;37.7;0;0;0.9;0;8.3;0;0.8;0;0;0;0;0;3.2;0;29.7;0;8;0;0;2.8;0;0;-1.794;COMX
0;0;0;22.3;0;0.6;0;0;16.4;0;0;0.6;0;15.8;0;0;0;0;0;0;0;1.5;0;23.9;0;18.2;0;0;0.7;0;0;-3.977;COMX
0;0;0;0;0;0.4;0;0;13.79;0;0;0;0;12.29;0;0.4;0;0;0;0;0;10.09;0;45.05;0;15.38;0;0;2.6;0;0;-1.958;COMX
0.3;0;0;3.11;0;0.6;0;0;25.05;0;0;0;0;5.31;0;0;0;0;0;0;0;7.31;0;51.2;0;7.11;0;0;0;0;0;-3.22;COMX
0.5;0;0;1.7;0;1.9;0;0;36.17;0;0;1;0;6.51;0;0.9;0;0;0;0;0;5.21;0;43.09;0;2.61;0;0;0.4;0;0;-3.779;COMX
0;0;0;10.6;0;13;0;0;50.2;0;0;0;0;0.9;0;0;0;0;0;0;0;4.7;0;4.7;0;7.7;0;0;8.2;0;0;-4.871;COMX
0;0;0;11.61;0;2.1;0;0;31.13;0;0;4.2;0;2.1;0;0;0;0;0;0;0;1.2;0;45.35;0;0;0;0;2.3;0;0;-3.705;COMX
0;0;0;9.6;0;0.2;0;0;41.5;0;0;0;0;11.5;0;0;0;0;0;0;0;4.8;0;20.8;0;5.2;0;0;6.4;0;0;0.145;COMX
0.5;0;0;0.3;0;2.4;0;0;24.38;0;0;9.59;0;9.69;0;0.9;0;0;0;0;0;3.5;0;45.25;0;0;0;0;3.5;0;0;-1.779;COMX
2.2;0;0;0;0;6.4;0;0;27.9;0;0;0;0;1.8;0;1;0;0;0;0;0;0;0;51.6;0;3.7;0;0;5.4;0;0;-1.564;COMX
1.1;0;0;3.19;0;2;0;0;53.59;0;0;0.3;0;1.1;0;0.3;0;0;0;0;0;3.19;0;33.83;0;0.3;0;0;1.1;0;0;-1.601;COMX
0;0;0;0;0;0;0;0;37.06;0;0;0;0;1.1;0;2.2;0;0;0;0;0;49.45;0;9.49;0;0.7;0;0;0;0;0;-8.097;COMX
0;0;0;5.1;0;2.9;0;0;38.3;0;0;0;0;2.9;0;0;0;0;0;0;0;3.2;0;44.6;0;0.9;0;0;2.1;0;0;-4.942;COMX
0;0;0;9.31;0;2;0;0;22.82;0;0;0;0;2;0;0;0;0;0;0;0;5.11;0;56.76;0;1;0;0;1;0;0;-4.427;COMX
1.6;0;0;1.6;0;0;0;0;36.44;0;0;0;0;4.8;0;21.12;0;0;0;0.4;0;9.31;0;24.72;0;0;0;0;0;0;0;-3.755;COCO
0;0;0;29.07;0;0;0;0;14.69;0;0;0;0;16.28;0;0.6;0;0;0;0;0;2.4;0;23.08;0;12.59;0;0;1.3;0;0;2.57;COMX
0;0;0;15.1;0;1.2;0;0;51.7;0;0;1.2;0;6.3;0;0;0;0;0;0;0;12.7;0;8;0;3.8;0;0;0;0;0;-0.921;COMX
0;0;0;4.2;0;0;0;0;58.6;0;0;0.9;0;12.6;0;0;0;0;0;0;0;13.1;0;8.2;0;0;0;0;2.4;0;0;-0.685;COMX
0;0;0;0;0;0;0;0;24.7;0;0;0;0;9.3;0;0;0;0;0;0;0;8.8;0;54.7;0;2.5;0;0;0;0;0;-0.49;COMX
1.1;0;0;3.21;0;2.91;0;0;18.74;0;0;1;0;1.9;0;1.9;0;0;0;0;0;4.31;0;63.83;0;0;0;0;1.1;0;0;-1.475;COMX
0.5;0;0;2.8;0;0;0;0;42;0;0;0.1;0;1.5;0;0.7;0;0;0;0;0;3.9;0;48;0;0;0;0;0.5;0;0;0.641;COMX
0;0;0;11.1;0;0;0;0;35.4;0;0;0;3;0;0;0;0;0;0;0;0;14.1;0;36.4;0;0;0;0;0;0;0;3.578;COMX
0;0;0;4.5;0;0;0;0;26.7;0;0;0;7.1;0;0;0;0;0;0;0;0;14.3;0;42;0;0;0;0;0;5.4;0;4.726;COMX
0;0;0;4.85;0;0.18;0;0;14.47;0;0;0;0.25;0;0;1.42;0;0;0;0;0;10.65;0;65.81;0;0.9;0;0.25;0;0.97;0.25;3.129;COMX
0;0;0;23.6;0;0.6;0;0;37.6;0;0;0.15;2.2;0.6;0;7.15;0;0;0;0;0;7.5;0;19.25;0;0.9;0;0.45;0;0;0;3.477;COMX
0;0;0;4.95;0;0;0;0;11.75;0;0;0;0;2.1;0;0;0;0;0;0;0;24.55;0;53.95;0;0.75;0;1.95;0;0;0;3.942;COMX
0;0;0;14.6;0;0;0;0;2.9;0;0;0;1.9;0;0;0;0;0;0;0;0;24.3;0;54.4;0;0;0;0;0;1.9;0;3.472;COMX
0;0;0;14.36;0;0;0;0;40.22;0;0;0;4.3;2.75;0;0;0;0;0;0;0;5;0;19.76;0;9.3;0;0.5;0.5;1.1;2.2;3.12;COMX
0;0;0;21.28;0;1.2;0;0;33.87;0;0;0.6;1.6;0.6;0;14.89;0;0;0;0;0;6.29;0;17.28;0;2.4;0;0;0;0;0;3.282;COMX
0;0;0;22.12;0;0;0;0;39.54;0;0;0;1.2;0;0;0;0;0;0;0;0;7.91;0;29.13;0;0;0;0.1;0;0;0;3.72;COMX
0;0;0;4.3;0;2.9;0;0;58.24;0;0;0;1;2.1;0;0;0;0;0;0;0;8.49;0;15.98;0;4.1;0;1.6;0;1.3;0;4.019;COMX
0;0;0;3.2;0;0;0;0;14.9;0;0;0;0;0;0;0;0;0;0;0;0;28.1;0;50.6;0;0;0;3.2;0;0;0;3.479;COMX
0;0;0;8.09;0;0.95;0;0;31.52;0;0;0.95;1.9;0.9;0;0;0;0;0;0;0;25.32;0;29.47;0;0.9;0;0;0;0;0;4.437;COMX
2.35;0;0;1.6;0;6.19;0;0;53.22;0;0;2.25;0;1.9;0;0.35;0;0;0;0;0;4.34;0;23.27;0;1.85;0;0.1;0.9;0.85;0.85;-8.118;COMX
0;0;0;5.41;0;0;0;0;43.84;0;0;0.5;0;0.5;0;0;0;0;0;0;0;14.31;0;25.03;0;9.51;0;0;0.9;0;0;4.256;COMX
0;0;0;2.76;0;0;0;0;23.68;0;0;0;0;1.08;0;0;0;0;0;0;0;11.87;0;58.17;0;1.84;0;0.2;0;0.2;0.2;4.672;COMX
0;0;0;7.92;0;0;0;0;22.74;0;0;0;1;1;0;0;0;0;0;0;0;40.58;0;17.26;0;4.59;0;1;0.47;3.43;0;4.814;COMX
0;0;0;4.6;0;0;0;0;13.7;0;0;0.8;0;8.2;0;0;0;0;0;0;0;25.5;0;43.6;0;0;0;1.8;0;1.8;0;4.681;COMX
0;0;0;5.09;0;6.69;0;0;54.25;0;0;0;1.7;1.4;0;0;0;0;0;0;0;8.49;0;15.28;0;3.7;0;2.6;0;0.8;0;4.554;COMX
0;0;0;7.4;0;1.8;0;0;23.3;0;0;1.8;0.9;0.8;0;0;0;0;0;0;0;30.7;0;19.5;0;2.6;0;4.7;0;5.6;0.9;3.726;COMX
0;0;0;6;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;34;0;53;0;0;0;1;0;0;1;4.11;COMX
0;0;0;0;0;5;0;0;31.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.4;0;0;0;0;2.4;0;0;4.509;COMX
0;0;0;12.89;0;6.29;0;0;4.7;0;0;34.27;0;0;0;0;0;0;0;0;0;0;0;25.87;0;0.6;0;2.4;1.2;5.89;5.89;3.806;COMX
0;0;0;6.71;0;0.8;0;0;10.41;0;0;1.1;0;0;0;0.8;0;0;0;0;0;6.11;0;65.67;0;7.51;0;0.5;0;0.4;0;2.471;COMX
1.3;0;0;2.7;0;2.4;0;0;52.3;0;0;4.6;0;2.6;0;0.4;0;0;0;0;0;7.9;0;21.3;0;1.7;0;0.4;0.4;1;1;-2.028;COMX
0;0;0;18.2;0;0;0;0;28.6;0;0;1.1;11.1;7.7;0;0;0;0;0;0;0;8;0;16.8;0;5.4;0;0.4;0;0.9;1.8;4.721;COMX
0;0;0;9.1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;15.1;0;70.8;0;0;0;0;0;0;0;3.593;COMX
7.3;0;0;7.8;0;0;0;0;4.5;0;2.5;0;2;0;0;0;23.5;0;0;0;0;43.6;0;7.3;0;0;0;0;1;0.5;0;11.674;COMX
0.73;0;0;2.3;0;0.73;0;0;0;0;2.3;0;2.09;24.56;0;0;0;0;0;0;0;6.06;0;56.43;0;2.72;0;2.09;0;0;0;6.663;COMX
0;0;0;50.15;0;3.8;0;0;0;0;0;43.16;0;0.3;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;5.744;WAMX
0;0;0;0;0;1.84;0;0;0;0;0;74.08;0;0;0;0;0;0;0;0;0;0;0;23.77;0;0.31;0;0;0;0;0;6.181;HODE
0;0;0;0;0;41.76;0;0;0;0;0;5.99;0;0.6;0;0;0;0;0;0;0;0;0;50.55;0;1.1;0;0;0;0;0;6.626;WAST
6.3;0;0;0;0;5.9;0;0;10.8;0;0;1.4;0;0;0;0;0;0;0;1.8;0;1.8;0;65.4;0;3;0;0;3.6;0;0;-0.012;COCO
0;0;0;6.4;0;17.7;0;0;32.2;0;0;29;0;0;0;0;0;0;0;0;0;0;0;6.4;0;1.9;0;0;6.4;0;0;6.786;COMX
0;0;0;2.6;0;22.78;0;0;34.87;0;0;21.78;0;0.2;0;0;0;0;0;0;0;0;0;14.19;0;3.6;0;0;0;0;0;6.823;COMX
0;0;0;1.8;0;2.8;0;0;1.8;0;0;3.7;0;0;0;0;0;0;0;0;0;0.9;0;82.62;0;5.49;0;0;0;0;0.9;5.908;COMX
0;0;0;0;0;69.5;0;0;0;0;0;29.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0;0;0;0;3.787;WAST
28.27;0;0;0;0;3.4;0;0;24.88;0;0;2.7;0;0;0;0;0;0;0;3.6;0;6.19;0;30.97;0;0;0;0;0;0;0;2.305;COCO
2.5;0;0;0;0;6.2;0;0;27.1;0;0;2;0;1.1;0;0;0;0;0;0;0;0.7;0;54;0;5.1;0;0;1.3;0;0;2.535;COMX
0;0;0;16.25;0;0.45;0;0;38.3;0;0;0;2.75;0.45;0;0.45;0;0;0;0;0;12.5;0;24.35;0;1.35;0;0.45;0.45;0.9;1.35;3.827;COMX
0;0;0;6;0;0;0;0;26;0;0;0;2;0;0;0;0;0;0;0;0;15;0;50;0;0;0;1;0;0;0;4.195;COMX
0;0;0;24.7;0;0;0;0;30.3;0;0;0;4.8;0;0;0;0;0;0;0;0;9.6;0;25.8;0;0;0;0;0;2.9;1.9;3.869;COMX
0;0;0;1;0;12.69;0;0;7.09;0;0;8.59;0.4;0;0;0;0;0;0;0;0;1;0;61.24;0;7.19;0;0.4;0.4;0;0;5.942;COMX
0;0;0;2.1;0;17.42;0;0;8.31;0;0;5.91;0.4;0.1;0;0;0;0.1;0;0;0;0.9;0;55.16;0;7.61;0;1.2;0.1;0.6;0.1;6.398;COMX
0;0;0;0;0;0;0;0;32.27;0;0;3.9;0;2;0;0;0;0;0;0;0;1.5;0;42.06;0;17.48;0;0;0;0.8;0;5.84;COMX
